"Origin","Destination","Transport","TimeHours","CostUSD","LastUpdated","Note"
"Washington DC","Amsterdam","plane","9.41","441.82","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Ashgabat","plane","17.45","662.56","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Asmara","plane","18.19","700.03","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Asuncion","plane","10.68","511.05","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Athens","plane","11.86","572.5","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Baghdad","plane","16.56","689.73","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Baku","plane","15.48","642.18","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Bangui","plane","17.43","660.75","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Beijing","plane","17.59","749.35","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Belgrade","plane","11.72","508.51","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Belmopan","plane","4.07","211.63","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Berlin","plane","10.7","458.6","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Bern","plane","10.55","451.29","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Bogota","plane","5.25","296.54","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Bogota","plane","5.25","296.54","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Brasilia","plane","10.81","464.06","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Brasilia","plane","10.81","464.06","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Bridgetown","plane","4.68","265.75","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Brussels","plane","10.04","426.8","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Bucharest","plane","11.87","516.87","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Budapest","plane","11","524.84","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Bujumbura","plane","18.39","789.71","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Cairo","plane","15.27","628.54","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Canberra","plane","28.12","1003.94","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Caracas","plane","4.78","271.12","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Chisinau","plane","11.89","517.72","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Conakry","plane","10.18","484.93","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Copenhagen","plane","10.2","435.43","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Dili","plane","26.26","1036.02","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Dushanbe","plane","18.26","699.69","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Funafuti","plane","18.04","777.35","2026-06-24","Estimated from geodesic distance model"
"Washington DC","George Town","plane","3.61","189.41","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Georgetown","plane","5.5","310.12","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Hanoi","plane","24.19","822.56","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Helsinki","plane","10.18","483.92","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Islamabad","plane","18.13","774.85","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Jerusalem","plane","16.44","614.1","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Khartoum","plane","17.16","722.98","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Kyiv","plane","11.48","551.47","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Kigali","plane","17.87","767.82","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Kingston","plane","24.46","945.75","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Kinshasa","plane","17.98","685.97","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Ngerulmud","plane","24.85","854.59","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Kuala Lumpur","plane","26.41","931.98","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Kuala Lumpur","plane","26.41","931.98","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Kuala Lumpur","plane","26.41","931.98","2026-06-24","Estimated from geodesic distance model"
"Washington DC","La Paz","plane","10.11","429.7","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Lilongwe","plane","19.39","847.02","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Lima","plane","9.37","394.2","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Lisbon","plane","9.13","383.98","2026-06-24","Estimated from geodesic distance model"
"Washington DC","London","plane","9.59","404.96","2026-06-24","Estimated from geodesic distance model"
"Washington DC","London","plane","9.59","404.96","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Luxembourg","plane","9.88","464.61","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Madrid","plane","9.2","431.02","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Madrid","plane","9.2","431.02","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Malabo","plane","15.87","652.92","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Male","plane","24.03","923.73","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Male","plane","24.03","923.73","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Manama","plane","18.39","706.98","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Maseru","plane","23.26","871.93","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Mbabane","plane","23.52","884.13","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Mexico","plane","4.52","233.34","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Montevideo","plane","12.31","595.09","2026-06-24","Estimated from geodesic distance model"
"Washington DC","N'Djamena","plane","16.6","618.29","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Nassau","plane","2.59","153.25","2026-06-24","Estimated from geodesic distance model"
"Washington DC","New Delhi","plane","19.71","771.24","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Noumea","plane","25.56","878.34","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Noumea","plane","25.56","878.34","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Nuku'alofa","plane","19.76","773.46","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Nuuk","plane","4.97","255.85","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Oranjestad","plane","4.3","245.64","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Oslo","plane","9.82","417","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Ottawa","plane","1.75","108.53","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Ottawa","bus","11.12","31.96","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Ottawa","bus","11.12","31.96","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Ottawa","plane","1.75","108.53","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Ottawa","train","7.65","43.78","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Ouagadougou","plane","12.28","535.13","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Pyongyang","plane","18.66","719.1","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Pyongyang","plane","18.66","719.1","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Panama","plane","4.71","267.76","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Papeete","plane","16.73","628.52","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Paramaribo","plane","6.09","309.75","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Paris","plane","9.42","441.82","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Phnom Penh","plane","24.22","931.26","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Port Moresby","plane","25.17","968.66","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Port Vila","plane","24.36","828.53","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Prague","plane","10.23","485.74","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Praia","plane","9.46","399.15","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Quito","plane","5.94","333.53","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Quito","plane","5.94","333.53","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Reykjavik","plane","6.4","324.89","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Riga","plane","10.41","495.59","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Road Town","plane","3.9","224.2","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Roseau","plane","4.25","242.74","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Saint-Pierre","plane","3.16","166.97","2026-06-24","Estimated from geodesic distance model"
"Washington DC","San Marino","plane","10.34","492.69","2026-06-24","Estimated from geodesic distance model"
"Washington DC","San Salvador","plane","4.28","244.57","2026-06-24","Estimated from geodesic distance model"
"Washington DC","San Salvador","plane","4.28","244.57","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Santiago","plane","11.69","563.01","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Sarajevo","plane","10.99","526.25","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Seoul","plane","18.83","727.02","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Singapore","plane","26.08","1021.81","2026-06-24","Estimated from geodesic distance model"
"Washington DC","St. Peter Port","plane","8.91","415.38","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Stockholm","plane","10.65","456.01","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Suva","plane","18.68","813.61","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Tallinn","plane","10.12","481.43","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Tehran","plane","17.37","658.27","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Tokyo","plane","17.32","735.03","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Torshavn","plane","8.63","359.4","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Tunis","plane","10.61","507.24","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Valletta","plane","11.7","507.9","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Vientiane","plane","24.16","914.71","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Vientiane","plane","24.16","914.71","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Vilnius","plane","11.34","489.73","2026-06-24","Estimated from geodesic distance model"
"Washington DC","W. Indies","plane","4.07","233.05","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Warsaw","plane","11.08","477.71","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Willemstad","plane","4.66","240.29","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Yaounde","plane","15.75","652.03","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Zagreb","plane","11.05","476.59","2026-06-24","Estimated from geodesic distance model"
"Wellington","Canberra","plane","3.69","192.75","2026-06-24","Estimated from geodesic distance model"
"Wellington","Kingston","plane","1.73","98","2026-06-24","Estimated from geodesic distance model"
"Wellington","Lima","plane","17.45","665.84","2026-06-24","Estimated from geodesic distance model"
"Wellington","London","plane","29.95","1228.14","2026-06-24","Estimated from geodesic distance model"
"Wellington","Pretoria","plane","18.61","800.91","2026-06-24","Estimated from geodesic distance model"
"Wellington","Singapore","plane","12.52","548.41","2026-06-24","Estimated from geodesic distance model"
"Willemstad","Canberra","plane","25.57","1000.06","2026-06-24","Estimated from geodesic distance model"
"Willemstad","Lima","plane","4.19","239.44","2026-06-24","Estimated from geodesic distance model"
"Willemstad","London","plane","11.65","504.64","2026-06-24","Estimated from geodesic distance model"
"Willemstad","Pretoria","plane","18.92","732.06","2026-06-24","Estimated from geodesic distance model"
